player_id   email_address                                                                                                                                                                                                                                                    credit_card_type          credit_card_number
283         6           loss        125.29                                  -1757.220
284         1           gain        260.21                                  260.210
284         2           loss        237.72                                  22.490
284         3           loss        199.17                                  -176.680
284         4           loss        713.16                                  -889.840
284         5           gain        1024.77                                 134.930
284         6           gain        591.09                                  726.020
284         7           gain        703.53                                  1429.550
284         8           loss        250.57                                  1178.980
285         1           gain        115.65                                  115.650
285         2           gain        568.60                                  684.250
285         3           gain        41.76                                   726.010
285         4           gain        857.72                                  1583.730
285         5           loss        652.13                                  931.600
285         6           loss        54.61                                   876.990
285         7           gain        517.20                                  1394.190
285         8           gain        456.17                                  1850.360
286         1           gain        465.80                                  465.800
286         2           loss        363.01                                  102.790
286         3           gain        703.53                                  806.320
286         4           gain        857.72                                  1664.040
286         5           loss        93.16                                   1570.880
286         6           gain        199.17                                  1770.050
286         7           loss        992.64                                  777.410
286         8           loss        456.17                                  321.240
286         9           loss        465.80                                  -144.560
287         1           loss        134.92                                  -134.920
287         2           gain        787.05                                  652.130
287         3           loss        931.61                                  -279.480
287         4           loss        642.49                                  -921.970
287         5           loss        671.40                                  -1593.370
287         6           gain        629.64                                  -963.730
287         7           gain        446.53                                  -517.200
287         8           loss        433.68                                  -950.880
288         1           loss        1002.28                                 -1002.280
288         2           gain        652.13                                  -350.150
288         3           loss        652.13                                  -1002.280
288         4           gain        134.92                                  -867.360
289         1           gain        321.24                                  321.240
289         2           gain        745.29                                  1066.530
289         3           gain        867.36                                  1933.890
289         4           gain        424.04                                  2357.930
289         5           gain        889.85                                  3247.780
289         6           gain        414.41                                  3662.190
290         1           gain        796.69                                  796.690
291         1           gain        960.52                                  960.520
291         2           gain        330.88                                  1291.400
291         3           loss        591.09                                  700.310
291         4           gain        600.73                                  1301.040
291         5           gain        745.29                                  2046.330
291         6           loss        83.52                                   1962.810
291         7           gain        485.08                                  2447.890
292         1           loss        93.16                                   -93.160
292         2           gain        931.61                                  838.450
292         3           gain        382.28                                  1220.730
292         4           loss        311.61                                  909.120
292         5           gain        684.25                                  1593.370
292         6           gain        774.20                                  2367.570
292         7           loss        41.76                                   2325.810
293         1           loss        186.32                                  -186.320
293         2           gain        414.41                                  228.090
294         1           loss        764.56                                  -764.560
294         2           gain        941.25                                  176.690
294         3           gain        115.65                                  292.340
294         4           gain        671.40                                  963.740
294         5           gain        507.57                                  1471.310
294         6           loss        1034.41                                 436.900
294         7           gain        228.08                                  664.980
294         8           loss        867.36                                  -202.380
294         9           gain        909.12                                  706.740
294         10          loss        600.73                                  106.010
295         1           gain        12.85                                   12.850
296         1           gain        497.93                                  497.930
296         2           gain        404.77                                  902.700
296         3           loss        889.85                                  12.850
296         4           gain        404.77                                  417.620
296         5           loss        157.41                                  260.210
296         6           loss        289.12                                  -28.910
296         7           gain        475.44                                  446.530
297         1           loss        208.81                                  -208.810
297         2           gain        41.76                                   -167.050
297         3           loss        73.89                                   -240.940
297         4           gain        970.16                                  729.220
298         1           loss        144.56                                  -144.560
298         2           loss        880.21                                  -1024.770
298         3           loss        713.16                                  -1737.930
298         4           loss        330.88                                  -2068.810
298         5           gain        106.01                                  -1962.800
298         6           loss        186.32                                  -2149.120
298         7           gain        157.41                                  -1991.710
298         8           gain        353.37                                  -1638.340
298         9           gain        880.21                                  -758.130
298         10          loss        1024.77                                 -1782.900
299         1           loss        867.36                                  -867.360
299         2           gain        722.80                                  -144.560
299         3           loss        526.84                                  -671.400
299         4           gain        363.01                                  -308.390
299         5           gain        815.96                                  507.570
300         1           loss        83.52                                   -83.520
300         2           loss        382.28                                  -465.800
300         3           gain        848.09                                  382.290
300         4           loss        620.00                                  -237.710
300         5           loss        642.49                                  -880.200
300         6           loss        992.64                                  -1872.840
300         7           gain        642.49                                  -1230.350
301         1           gain        279.48                                  279.480
301         2           gain        363.01                                  642.490
301         3           gain        12.85                                   655.340
301         4           gain        218.45                                  873.790
302         1           loss        918.76                                  -918.760
302         2           loss        279.48                                  -1198.240
302         3           loss        41.76                                   -1240.000
302         4           loss        787.05                                  -2027.050
302         5           loss        693.89                                  -2720.940
302         6           loss        330.88                                  -3051.820
303         1           gain        526.84                                  526.840
303         2           gain        745.29                                  1272.130
303         3           loss        218.45                                  1053.680
303         4           loss        722.80                                  330.880
303         5           gain        115.65                                  446.530
303         6           gain        867.36                                  1313.890
304         1           gain        970.16                                  970.160
304         2           gain        970.16                                  1940.320
304         3           loss        684.25                                  1256.070
304         4           loss        774.20                                  481.870
304         5           loss        764.56                                  -282.690
304         6           gain        485.08                                  202.390
304         7           loss        186.32                                  16.070
304         8           loss        787.05                                  -770.980
305         1           loss        1034.41                                 -1034.410
305         2           loss        497.93                                  -1532.340
305         3           loss        578.24                                  -2110.580
305         4           gain        909.12                                  -1201.460
305         5           gain        806.32                                  -395.140
305         6           gain        806.32                                  411.180
306         1           loss        269.85                                  -269.850
306         2           loss        64.25                                   -334.100
306         3           loss        330.88                                  -664.980
306         4           loss        745.29                                  -1410.270
306         5           gain        620.00                                  -790.270
306         6           loss        549.33                                  -1339.600
306         7           gain        684.25                                  -655.350
306         8           loss        73.89                                   -729.240
306         9           gain        629.64                                  -99.600
307         1           loss        157.41                                  -157.410
307         2           gain        382.28                                  224.870
307         3           gain        880.21                                  1105.080
308         1           gain        507.57                                  507.570
308         2           loss        889.85                                  -382.280
308         3           loss        353.37                                  -735.650
308         4           gain        73.89                                   -661.760
309         1           loss        568.60                                  -568.600
310         1           gain        539.69                                  539.690
310         2           gain        735.65                                  1275.340
310         3           loss        485.08                                  790.260
310         4           gain        372.64                                  1162.900
310         5           loss        343.73                                  819.170
311         1           loss        134.92                                  -134.920
311         2           gain        867.36                                  732.440
311         3           gain        745.29                                  1477.730
311         4           loss        363.01                                  1114.720
311         5           gain        433.68                                  1548.400
311         6           gain        54.61                                   1603.010
312         1           loss        115.65                                  -115.650
312         2           loss        671.40                                  -787.050
313         1           gain        735.65                                  735.650
314         1           loss        992.64                                  -992.640
314         2           loss        167.05                                  -1159.690
314         3           gain        703.53                                  -456.160
314         4           loss        787.05                                  -1243.210
314         5           gain        774.20                                  -469.010
314         6           gain        526.84                                  57.830
314         7           loss        848.09                                  -790.260
315         1           gain        787.05                                  787.050
315         2           gain        260.21                                  1047.260
315         3           gain        446.53                                  1493.790
315         4           gain        125.29                                  1619.080
315         5           loss        311.61                                  1307.470
315         6           loss        610.36                                  697.110
315         7           gain        950.88                                  1647.990
315         8           loss        465.80                                  1182.190
316         1           gain        237.72                                  237.720
316         2           gain        54.61                                   292.330
316         3           loss        983.01                                  -690.680
317         1           gain        269.85                                  269.850
317         2           loss        125.29                                  144.560
317         3           gain        54.61                                   199.170
317         4           gain        301.97                                  501.140
317         5           gain        909.12                                  1410.260
317         6           loss        661.76                                  748.500
318         1           gain        54.61                                   54.610
318         2           loss        652.13                                  -597.520
318         3           gain        507.57                                  -89.950
318         4           loss        289.12                                  -379.070
318         5           gain        73.89                                   -305.180
318         6           gain        825.60                                  520.420
319         1           loss        311.61                                  -311.610
319         2           gain        125.29                                  -186.320
319         3           gain        228.08                                  41.760
320         1           gain        713.16                                  713.160
320         2           loss        722.80                                  -9.640
320         3           gain        539.69                                  530.050
320         4           gain        815.96                                  1346.010
320         5           loss        73.89                                   1272.120
320         6           gain        199.17                                  1471.290
320         7           loss        848.09                                  623.200
320         8           gain        301.97                                  925.170
320         9           loss        228.08                                  697.090
320         10          gain        918.76                                  1615.850
321         1           loss        591.09                                  -591.090
322         1           loss        289.12                                  -289.120
322         2           loss        671.40                                  -960.520
322         3           gain        157.41                                  -803.110
322         4           gain        176.68                                  -626.430
322         5           gain        73.89                                   -552.540
322         6           loss        83.52                                   -636.060
322         7           gain        889.85                                  253.790
323         1           gain        64.25                                   64.250
323         2           loss        684.25                                  -620.000
323         3           gain        764.56                                  144.560
324         1           gain        992.64                                  992.640
324         2           loss        465.80                                  526.840
324         3           gain        485.08                                  1011.920
324         4           gain        279.48                                  1291.400
324         5           gain        671.40                                  1962.800
324         6           gain        815.96                                  2778.760
324         7           loss        41.76                                   2737.000
324         8           loss        1024.77                                 1712.230
325         1           loss        652.13                                  -652.130
325         2           loss        301.97                                  -954.100
325         3           loss        620.00                                  -1574.100
325         4           loss        941.25                                  -2515.350
325         5           loss        321.24                                  -2836.590
326         1           gain        578.24                                  578.240
326         2           gain        754.92                                  1333.160
326         3           loss        558.97                                  774.190
327         1           gain        41.76                                   41.760
327         2           gain        1034.41                                 1076.170
327         3           gain        157.41                                  1233.580
327         4           loss        32.12                                   1201.460
327         5           loss        144.56                                  1056.900
327         6           loss        93.16                                   963.740
327         7           gain        343.73                                  1307.470
327         8           loss        475.44                                  832.030
328         1           loss        330.88                                  -330.880
328         2           gain        343.73                                  12.850
328         3           gain        1034.41                                 1047.260
329         1           loss        857.72                                  -857.720
329         2           gain        754.92                                  -102.800
329         3           loss        684.25                                  -787.050
329         4           loss        497.93                                  -1284.980
329         5           loss        414.41                                  -1699.390
329         6           loss        22.49                                   -1721.880
329         7           gain        83.52                                   -1638.360
329         8           gain        363.01                                  -1275.350
330         1           loss        228.08                                  -228.080
331         1           loss        671.40                                  -671.400
331         2           gain        54.61                                   -616.790
331         3           loss        414.41                                  -1031.200
331         4           gain        321.24                                  -709.960
331         5           gain        125.29                                  -584.670
331         6           loss        941.25                                  -1525.920
331         7           gain        32.12                                   -1493.800
331         8           gain        815.96                                  -677.840
332         1           loss        713.16                                  -713.160
332         2           loss        330.88                                  -1044.040
332         3           gain        144.56                                  -899.480
332         4           loss        642.49                                  -1541.970
332         5           loss        176.68                                  -1718.650
332         6           gain        54.61                                   -1664.040
332         7           gain        880.21                                  -783.830
333         1           loss        1011.92                                 -1011.920
333         2           gain        382.28                                  -629.640
333         3           loss        517.20                                  -1146.840
333         4           gain        1002.28                                 -144.560
333         5           loss        186.32                                  -330.880
334         1           loss        12.85                                   -12.850
334         2           gain        144.56                                  131.710
334         3           loss        671.40                                  -539.690
334         4           loss        22.49                                   -562.180
334         5           gain        372.64                                  -189.540
335         1           loss        549.33                                  -549.330
335         2           loss        591.09                                  -1140.420
335         3           gain        134.92                                  -1005.500
336         1           loss        970.16                                  -970.160
336         2           gain        867.36                                  -102.800
336         3           loss        186.32                                  -289.120
337         1           gain        54.61                                   54.610
337         2           loss        671.40                                  -616.790
337         3           gain        321.24                                  -295.550
337         4           gain        745.29                                  449.740
338         1           gain        600.73                                  600.730
339         1           loss        279.48                                  -279.480
340         1           loss        568.60                                  -568.600
340         2           gain        684.25                                  115.650
340         3           gain        960.52                                  1076.170
340         4           gain        931.61                                  2007.780
340         5           loss        301.97                                  1705.810
340         6           gain        629.64                                  2335.450
340         7           loss        250.57                                  2084.880
341         1           gain        950.88                                  950.880
341         2           gain        796.69                                  1747.570
341         3           gain        250.57                                  1998.140
341         4           loss        918.76                                  1079.380
342         1           gain        867.36                                  867.360
342         2           gain        507.57                                  1374.930
343         1           loss        918.76                                  -918.760
344         1           gain        167.05                                  167.050
344         2           loss        600.73                                  -433.680
344         3           gain        848.09                                  414.410
344         4           gain        218.45                                  632.860
344         5           gain        157.41                                  790.270
344         6           loss        115.65                                  674.620
344         7           loss        815.96                                  -141.340
344         8           loss        414.41                                  -555.750
345         1           gain        330.88                                  330.880
346         1           gain        806.32                                  806.320
347         1           gain        176.68                                  176.680
347         2           gain        343.73                                  520.410
347         3           gain        684.25                                  1204.660
347         4           loss        424.04                                  780.620
347         5           loss        424.04                                  356.580
347         6           loss        485.08                                  -128.500
348         1           loss        909.12                                  -909.120
348         2           loss        433.68                                  -1342.800
348         3           loss        983.01                                  -2325.810
348         4           loss        764.56                                  -3090.370
348         5           loss        289.12                                  -3379.490
348         6           loss        857.72                                  -4237.210
348         7           gain        880.21                                  -3357.000
348         8           gain        343.73                                  -3013.270
349         1           loss        301.97                                  -301.970
349         2           gain        456.17                                  154.200
349         3           loss        41.76                                   112.440
349         4           loss        735.65                                  -623.210
349         5           gain        311.61                                  -311.600
350         1           gain        825.60                                  825.600
350         2           loss        735.65                                  89.950
350         3           loss        330.88                                  -240.930
351         1           gain        353.37                                  353.370
351         2           loss        867.36                                  -513.990
351         3           gain        787.05                                  273.060
352         1           gain        684.25                                  684.250
352         2           loss        578.24                                  106.010
352         3           gain        722.80                                  828.810
352         4           loss        237.72                                  591.090
353         1           loss        372.64                                  -372.640
353         2           gain        992.64                                  620.000
353         3           loss        228.08                                  391.920
353         4           loss        983.01                                  -591.090
353         5           loss        199.17                                  -790.260
353         6           loss        526.84                                  -1317.100
353         7           gain        838.45                                  -478.650
354         1           gain        983.01                                  983.010
354         2           gain        208.81                                  1191.820
354         3           gain        311.61                                  1503.430
354         4           loss        642.49                                  860.940
354         5           loss        343.73                                  517.210
354         6           loss        106.01                                  411.200
354         7           gain        848.09                                  1259.290
354         8           loss        713.16                                  546.130
354         9           loss        610.36                                  -64.230
354         10          loss        713.16                                  -777.390
355         1           loss        796.69                                  -796.690
355         2           loss        218.45                                  -1015.140
355         3           gain        600.73                                  -414.410
355         4           gain        517.20                                  102.790
355         5           loss        279.48                                  -176.690
356         1           gain        32.12                                   32.120
356         2           gain        867.36                                  899.480
356         3           loss        372.64                                  526.840
356         4           loss        558.97                                  -32.130
356         5           loss        867.36                                  -899.490
356         6           loss        671.40                                  -1570.890
356         7           loss        558.97                                  -2129.860
356         8           gain        372.64                                  -1757.220
356         9           loss        228.08                                  -1985.300
357         1           gain        629.64                                  629.640
358         1           gain        321.24                                  321.240
358         2           gain        880.21                                  1201.450
358         3           loss        144.56                                  1056.890
358         4           loss        838.45                                  218.440
358         5           gain        330.88                                  549.320
358         6           gain        787.05                                  1336.370
359         1           loss        774.20                                  -774.200
359         2           loss        93.16                                   -867.360
359         3           gain        787.05                                  -80.310
360         1           loss        106.01                                  -106.010
360         2           loss        167.05                                  -273.060
360         3           loss        64.25                                   -337.310
360         4           gain        106.01                                  -231.300
360         5           loss        465.80                                  -697.100
361         1           gain        106.01                                  106.010
361         2           loss        578.24                                  -472.230
361         3           loss        671.40                                  -1143.630
361         4           gain        106.01                                  -1037.620
361         5           loss        796.69                                  -1834.310
361         6           gain        250.57                                  -1583.740
361         7           gain        301.97                                  -1281.770
361         8           gain        1011.92                                 -269.850
362         1           loss        825.60                                  -825.600
362         2           gain        764.56                                  -61.040
362         3           loss        880.21                                  -941.250
362         4           loss        857.72                                  -1798.970
362         5           loss        754.92                                  -2553.890
362         6           loss        796.69                                  -3350.580
363         1           loss        228.08                                  -228.080
363         2           gain        144.56                                  -83.520
363         3           gain        424.04                                  340.520
363         4           gain        106.01                                  446.530
363         5           gain        382.28                                  828.810
363         6           loss        600.73                                  228.080
363         7           loss        260.21                                  -32.130
364         1           gain        22.49                                   22.490
364         2           loss        279.48                                  -256.990
364         3           gain        330.88                                  73.890
364         4           gain        764.56                                  838.450
365         1           loss        642.49                                  -642.490
365         2           loss        909.12                                  -1551.610
365         3           gain        343.73                                  -1207.880
365         4           gain        558.97                                  -648.910
365         5           gain        693.89                                  44.980
366         1           gain        497.93                                  497.930
366         2           loss        54.61                                   443.320
366         3           loss        600.73                                  -157.410
366         4           loss        558.97                                  -716.380
366         5           loss        526.84                                  -1243.220
367         1           gain        465.80                                  465.800
367         2           gain        960.52                                  1426.320
367         3           loss        787.05                                  639.270
367         4           gain        32.12                                   671.390
367         5           gain        363.01                                  1034.400
368         1           loss        456.17                                  -456.170
368         2           loss        787.05                                  -1243.220
368         3           gain        433.68                                  -809.540
369         1           loss        909.12                                  -909.120
369         2           loss        1011.92                                 -1921.040
369         3           gain        600.73                                  -1320.310
369         4           loss        918.76                                  -2239.070
369         5           gain        918.76                                  -1320.310
369         6           loss        22.49                                   -1342.800
369         7           gain        321.24                                  -1021.560
369         8           loss        115.65                                  -1137.210
369         9           loss        64.25                                   -1201.460
369         10          gain        279.48                                  -921.980
370         1           gain        382.28                                  382.280
370         2           gain        1034.41                                 1416.690
370         3           loss        228.08                                  1188.610
370         4           gain        395.13                                  1583.740
370         5           gain        250.57                                  1834.310
370         6           gain        735.65                                  2569.960
370         7           gain        848.09                                  3418.050
370         8           loss        815.96                                  2602.090
370         9           loss        950.88                                  1651.210
370         10          gain        1002.28                                 2653.490
371         1           loss        931.61                                  -931.610
371         2           gain        880.21                                  -51.400
371         3           gain        735.65                                  684.250
371         4           gain        558.97                                  1243.220
371         5           loss        970.16                                  273.060
371         6           gain        517.20                                  790.260
371         7           loss        260.21                                  530.050
371         8           gain        186.32                                  716.370
371         9           loss        918.76                                  -202.390
371         10          gain        497.93                                  295.540
372         1           loss        931.61                                  -931.610
372         2           gain        992.64                                  61.030
372         3           gain        125.29                                  186.320
372         4           loss        414.41                                  -228.090
373         1           gain        176.68                                  176.680
373         2           gain        578.24                                  754.920
374         1           gain        848.09                                  848.090
374         2           loss        260.21                                  587.880
374         3           gain        671.40                                  1259.280
374         4           gain        960.52                                  2219.800
374         5           loss        1011.92                                 1207.880
374         6           loss        838.45                                  369.430
374         7           gain        260.21                                  629.640
374         8           loss        992.64                                  -363.000
374         9           loss        186.32                                  -549.320
374         10          gain        237.72                                  -311.600
375         1           loss        774.20                                  -774.200
375         2           gain        960.52                                  186.320
375         3           gain        815.96                                  1002.280
375         4           loss        1011.92                                 -9.640
375         5           gain        446.53                                  436.890
376         1           gain        931.61                                  931.610
376         2           loss        497.93                                  433.680
376         3           loss        992.64                                  -558.960
376         4           gain        237.72                                  -321.240
377         1           loss        260.21                                  -260.210
377         2           gain        32.12                                   -228.090
377         3           gain        311.61                                  83.520
377         4           gain        960.52                                  1044.040
377         5           gain        671.40                                  1715.440
377         6           gain        889.85                                  2605.290
377         7           gain        424.04                                  3029.330
377         8           loss        629.64                                  2399.690
377         9           loss        825.60                                  1574.090
378         1           gain        620.00                                  620.000
378         2           loss        167.05                                  452.950
378         3           gain        526.84                                  979.790
378         4           gain        1002.28                                 1982.070
378         5           loss        404.77                                  1577.300
379         1           gain        899.48                                  899.480
380         1           gain        208.81                                  208.810
380         2           loss        395.13                                  -186.320
380         3           loss        1002.28                                 -1188.600
380         4           gain        144.56                                  -1044.040
380         5           loss        372.64                                  -1416.680
380         6           loss        983.01                                  -2399.690
380         7           gain        591.09                                  -1808.600
381         1           gain        125.29                                  125.290
381         2           loss        353.37                                  -228.080
381         3           loss        642.49                                  -870.570
381         4           loss        330.88                                  -1201.450
381         5           loss        880.21                                  -2081.660
381         6           loss        950.88                                  -3032.540
381         7           loss        433.68                                  -3466.220
381         8           loss        301.97                                  -3768.190
381         9           gain        260.21                                  -3507.980
382         1           gain        684.25                                  684.250
382         2           gain        456.17                                  1140.420
382         3           loss        857.72                                  282.700
382         4           gain        83.52                                   366.220
